workId,lang,decade,dcdReal,characterId,cl,isGrp,cGrp,persName,roleDesc,sex,age,profession,isComposedProf,normalizedProfession,rdmNbr,chosenGrp,chosenGrp2, modifier,professionalGroup,profGroupCoarse,profGroupCoarser,role,title,socialClass,origin,raceOrEthnicity,accentDialect,relations,normalizedRelation,genre,comments
130,ger,1890,1890,10.0,1.0,0.0,,Hildegard,deren Tochter,F,,,,,,aristocrats,,,aristocrats,nobility,aristocracy,,,UC,,,,Tochter(9),daughter(9),posse,
130,ger,1890,1890,11.0,1.0,0.0,,Graf Stieglitz-Steglitz,,M,,,,,,aristocrats,,,aristocrats,nobility,aristocracy,,Graf,UC,,,,,,posse,
130,ger,1890,1890,12.0,1.0,0.0,,Müller,Möbelfabrikant,M,,Möbelfabrikant,,furniture manufacturer,,industry and transportation,,,industry and transportation,bourgeoisie other,bourgeoisie,,,UMC,,,,,,posse,
130,ger,1890,1890,13.0,1.0,0.0,,Adolf,"dessen Sohn, Architekt",M,,Architekt,,architect,,"professionals, scientific, technical",,,"professionals, scientific, technical",liberal and scientific professions,bourgeoisie,,,UC,,,,Sohn(12),son(12),posse,
130,ger,1890,1890,14.0,1.0,0.0,,Frau Minke,,F,,,,,,,,,,,,,,,,,,,,posse,
130,ger,1890,1890,15.0,1.0,0.0,,Bertha,Mädchen bei Habermehl,F,,Mädchen,,housemaid,,elementary professions,,,elementary professions,elementary professions,elementary workers,,,LC,,,,Mädchen(1),housemaid(1),posse,
131,ger,1880,1880,1.0,1.0,0.0,,Rentier Busch,,M,,Rentier,,rentier,,rentiers,,,rentiers,rentiers,bourgeoisie,,,UC,,,,,,schwank,
131,ger,1880,1880,2.0,1.0,0.0,,Antonie,seine zweite Frau,F,,,,,,,,,,,,,,UC,,,,Frau(1),wife(1),schwank,
131,ger,1880,1880,3.0,1.0,0.0,2023-05-03 00:00:00,Agnes,Töchter erster Ehe,F,,,,,,,,,,,,,,UC,,,,Tochter(1),daughter(1),schwank,
131,ger,1880,1880,4.0,1.0,0.0,,Irma,,F,,,,,,,,,,,,,,UC,,,,Tochter(1),daughter(1),schwank,
131,ger,1880,1880,5.0,1.0,0.0,,Louise,,F,,,,,,,,,,,,,,UC,,,,Tochter(1),daughter(1),schwank,
131,ger,1880,1880,6.0,1.0,0.0,,Aurelie Bork,deren Tante,F,,,,,,,,,,,,,,,,,,"Tante(3,4,5)","aunt(3,4,5)",schwank,
131,ger,1880,1880,7.0,1.0,0.0,,Helene Wernau,,F,,,,,,,,,,,,,,,,,,,,schwank,
131,ger,1880,1880,8.0,1.0,0.0,,Richard van Emden,,M,,,,,,,,,,,,,,,,,,,,schwank,
131,ger,1880,1880,9.0,1.0,0.0,,Dr. Eggerts,Arzt,M,,Arzt,,doctor,,"professionals, scientific, technical",,,"professionals, scientific, technical",liberal and scientific professions,bourgeoisie,,Doktor,UC,,,,,,schwank,
131,ger,1880,1880,10.0,1.0,0.0,,Georg Pauly,Ingenieur,M,,Ingenieur,,engineer,,"professionals, scientific, technical",,,"professionals, scientific, technical",liberal and scientific professions,bourgeoisie,,,UC,,,,,,schwank,
131,ger,1880,1880,11.0,1.0,0.0,,Emil Schippchen,Inspektor,M,,Inspektor,,civil servant,,intermediate professions,,,intermediate professions,bourgeoisie other,bourgeoisie,,,LMC,,,,,,schwank,
131,ger,1880,1880,12.0,1.0,0.0,,Schmelzer,Hausknecht bei Busch,M,,Hausknecht,,valet,,elementary professions,,,elementary professions,elementary professions,elementary workers,,,LC,,,,Hausknecht(1),valet(1),schwank,
131,ger,1880,1880,13.0,1.0,0.0,,Caroline,Stubenmädchen bei Busch,F,,Stubenmädchen,,housemaid,,elementary professions,,,elementary professions,elementary professions,elementary workers,,,LC,,,,Stubenmädchen(1),housemaid(1),schwank,
132,ger,1880,1880,1.0,1.0,0.0,,Rentier Krause,,M,,Rentier,,rentier,,rentiers,,,rentiers,rentiers,bourgeoisie,,,UC,,,,,,schwank,
132,ger,1880,1880,2.0,1.0,0.0,,Adolfine,seine zweite Gattin,F,,,,,,,,,,,,,,UC,,,,Gattin(1),wife(1),schwank,
132,ger,1880,1880,3.0,1.0,0.0,,Gertrud,Tochter erster Ehe,F,,,,,,,,,,,,,,UC,,,,Tochter(1),daughter(1),schwank,
132,ger,1880,1880,4.0,1.0,0.0,,Paul Horst,,M,,,,,,,,,,,,,,,,,,,,schwank,
132,ger,1880,1880,5.0,1.0,0.0,,Bruno Selden,,M,,,,,,,,,,,,,,,,,,,,schwank,
132,ger,1880,1880,6.0,1.0,0.0,,Dr. Baldwein,Notar,M,,Notar,,notary,,"professionals, scientific, technical",,,"professionals, scientific, technical",liberal and scientific professions,bourgeoisie,,Doktor,UC,,,,,,schwank,
132,ger,1880,1880,7.0,1.0,0.0,,August,Diener bei Krause,M,,Diener,,domestic worker,,elementary professions,,,elementary professions,elementary professions,elementary workers,,,LC,,,,Diener(1),domestic worker(1),schwank,
132,ger,1880,1880,8.0,0.0,1.0,,Gäste,,U,,,,,,,,,,,,,,,,,,,,schwank,
133,ger,1890,1890,1.0,1.0,0.0,,Jacob Breithaupt,,M,,,,,,,,,,,,,,,,,,,,schwank,
133,ger,1890,1890,2.0,1.0,0.0,,Julius Sonnenwald,Rechtsanwalt und Notar,M,,Rechtsanwalt|Notar,,lawyer|notary,0.37436075316079254,"professionals, scientific, technical",,,"professionals, scientific, technical",liberal and scientific professions,bourgeoisie,,,UC,,,,,,schwank,
133,ger,1890,1890,3.0,1.0,0.0,,Loni,dessen Gattin,F,,,,,,,,,,,,,,UC,,,,Gattin(2),wife(2),schwank,
133,ger,1890,1890,4.0,1.0,0.0,,Gustav Dorn,,M,,,,,,,,,,,,,,,,,,,,schwank,
133,ger,1890,1890,5.0,1.0,0.0,,Franz Liebig,,M,,,,,,,,,,,,,,,,,,,,schwank,
133,ger,1890,1890,6.0,1.0,0.0,,Nicolaus Berbenich,,M,,,,,,,,,,,,,,,,,,,,schwank,
133,ger,1890,1890,7.0,1.0,0.0,,Hildegard,seine Schwester,F,,,,,,,,,,,,,,,,,,Schwester(6),sister(6),schwank,
133,ger,1890,1890,8.0,1.0,0.0,,Jenny,seine Tochter,F,,,,,,,,,,,,,,,,,,Tochter(6),daughter(6),schwank,
133,ger,1890,1890,9.0,1.0,0.0,,Peter Lindenschmidt,,M,,,,,,,,,,,,,,,,,,,,schwank,
133,ger,1890,1890,10.0,1.0,0.0,,Amalie,dessen Gattin,F,,,,,,,,,,,,,,,,,,Gattin(9),wife(9),schwank,
133,ger,1890,1890,11.0,1.0,0.0,,Rendel,Photograph,M,,Photograph,,photographer,,intermediate professions,,,intermediate professions,bourgeoisie other,bourgeoisie,,,LMC,,,,,,schwank,
133,ger,1890,1890,12.0,1.0,0.0,,Strobel,Schreiber bei Sonnenwald,M,,Schreiber,,court secretary,,"professionals, scientific, technical",,,"professionals, scientific, technical",liberal and scientific professions,bourgeoisie,,,UMC,,,,Schreiber(2),court secretary(2),schwank,
133,ger,1890,1890,13.0,1.0,0.0,,Minna,Dienstmädchen bei Sonnenwald,F,,Dienstmädchen,,housemaid,,elementary professions,,,elementary professions,elementary professions,elementary workers,,,LC,,,,Dienstmädchen(2),housemaid(2),schwank,
133,ger,1890,1890,14.0,1.0,0.0,,Jean,Kellner,M,,Kellner,,waiter,,service and sales,,,service and sales,commerce and services,bourgeoisie,,,LC,,,,,,schwank,
133,ger,1890,1890,15.0,1.0,0.0,,Ein Hausknecht,,M,,Hausknecht,,valet,,elementary professions,,,elementary professions,elementary professions,elementary workers,,,LC,,,,,,schwank,
134,ger,1880,1880,1.0,1.0,0.0,,Gottlieb Bachmann,Rentier,M,,Rentier,,rentier,,rentiers,,,rentiers,rentiers,bourgeoisie,,,UC,,,,,,schwank,
134,ger,1880,1880,2.0,1.0,0.0,,Friederike,seine Gattin,F,,,,,,,,,,,,,,UC,,,,Gattin(1),wife(1),schwank,
134,ger,1880,1880,3.0,1.0,0.0,,Franziska,beider Tochter,F,,,,,,,,,,,,,,UC,,,,"Tochter(1,2)","daughter(1,2)",schwank,
134,ger,1880,1880,4.0,1.0,0.0,,Else Caspary,deren Cousine,F,,,,,,,,,,,,,,,,,,Cousine(3),cousin(3),schwank,
134,ger,1880,1880,5.0,1.0,0.0,,Ella v. Dellinghoff,,F,,,,,,,,,,,,,,,,,,,,schwank,
134,ger,1880,1880,6.0,1.0,0.0,,Rohde,Schriftsteller,M,,Schriftsteller,,writer,,artists,,,artists,artists,artists,,,UMC,,,,,,schwank,
134,ger,1880,1880,7.0,1.0,0.0,,Kurt v. Rettberg,Major a. D.,M,,Major,,major,,military,,former,military,government and law enforcement,authority,,,UC,,,,,,schwank,
134,ger,1880,1880,8.0,1.0,0.0,,Eugen v. Rettberg,dessen Neffe,M,,,,,,,,,,,,,,,,,,Neffe(7),nephew(7),schwank,
134,ger,1880,1880,9.0,1.0,0.0,,Fritz Querbach,,M,,,,,,,,,,,,,,,,,,,,schwank,
134,ger,1880,1880,10.0,1.0,0.0,,Robert Scharff,Criminal-Assessor,M,,Kriminalassessor,,assessor,,"professionals, scientific, technical",,,"professionals, scientific, technical",liberal and scientific professions,bourgeoisie,,,UMC,,,,,,schwank,
134,ger,1880,1880,11.0,1.0,0.0,,Jacob Strobel,,M,,,,,,,,,,,,,,,,,,,,schwank,
134,ger,1880,1880,12.0,1.0,0.0,,Aurora,seine Gattin,F,,,,,,,,,,,,,,,,,,Gattin(11),wife(11),schwank,
134,ger,1880,1880,13.0,1.0,0.0,,Gustav Latte,,M,,,,,,,,,,,,,,,,,,,,schwank,
134,ger,1880,1880,14.0,1.0,0.0,,Pfeifer,Castellan auf dem Gute v. Rettbergs,M,,Kastellan,,castellan,,intermediate professions,,,intermediate professions,bourgeoisie other,bourgeoisie,,,LMC,,,,Kastellan(7),castellan(7),schwank,Kastellan: https://www.dwds.de/wb/Kastellan
134,ger,1880,1880,15.0,1.0,0.0,,Krantz,Gastwirth,M,,Gastwirt,,innkeeper,,service and sales,,,service and sales,commerce and services,bourgeoisie,,,LMC,,,,,,schwank,
134,ger,1880,1880,16.0,1.0,0.0,,Franz,Diener bei Bachmann,M,,Diener,,domestic worker,,elementary professions,,,elementary professions,elementary professions,elementary workers,,,LC,,,,Diener(1),domestic worker(1),schwank,
135,ger,1880,1880,1.0,1.0,0.0,,Baron Alfred von Holkwart-Rückendorf,,M,,,,,,aristocrats,,,aristocrats,nobility,aristocracy,,Baron,UC,,,,,,schwank,
135,ger,1880,1880,2.0,1.0,0.0,,Louise,seine Gattin,F,,,,,,aristocrats,,,aristocrats,nobility,aristocracy,,,UC,,,,Gattin(1),wife(1),schwank,
135,ger,1880,1880,3.0,1.0,0.0,,Emilie von Bernburg,,F,,,,,,,,,,,,,,,,,,,,schwank,
135,ger,1880,1880,4.0,1.0,0.0,,Graf Hohenfelden,,M,,,,,,aristocrats,,,aristocrats,nobility,aristocracy,,Graf,UC,,,,,,schwank,
135,ger,1880,1880,5.0,1.0,0.0,,Oswald Knebel,,M,,,,,,,,,,,,,,,,,,,,schwank,
135,ger,1880,1880,6.0,1.0,0.0,,Carl von Rosen,Gutsbesitzer,M,,Gutsbesitzer,,landowner,,agriculture,,,agriculture,agriculture,agriculture,,,UMC,,,,,,schwank,
135,ger,1880,1880,7.0,1.0,0.0,,Riemann,Rentier,M,,Rentier,,rentier,,rentiers,,,rentiers,rentiers,bourgeoisie,,,UC,,,,,,schwank,
135,ger,1880,1880,8.0,1.0,0.0,,Nosseck,,M,,,,,,,,,,,,,,,,,,,,schwank,
135,ger,1880,1880,9.0,1.0,0.0,,Emma Gerstenberg,Putzmacherin,F,,Putzmacherin,,milliner,,crafts,,,crafts,crafts,bourgeoisie,,,LMC,,,,,,schwank,
135,ger,1880,1880,10.0,1.0,0.0,,Graumann,Verwalter,M,,Verwalter,,administrator,,intermediate professions,,,intermediate professions,bourgeoisie other,bourgeoisie,,,UMC,,,,,,schwank,
135,ger,1880,1880,11.0,1.0,0.0,,Josef,Diener bei Alfred,M,,Diener,,domestic worker,,elementary professions,,,elementary professions,elementary professions,elementary workers,,,LC,,,,Diener(1),domestic worker(1),schwank,
135,ger,1880,1880,12.0,1.0,0.0,,Stefan,Gärtner,M,,Gärtner,,gardener,,agriculture,,,agriculture,agriculture,agriculture,,,LC,,,,,,schwank,
136,ger,1890,1890,1.0,1.0,0.0,,Paul Freudenberg,Gutsbesitzer,M,,Gutsbesitzer,,landowner,,agriculture,,,agriculture,agriculture,agriculture,,,UMC,,,,,,schwank,
136,ger,1890,1890,2.0,1.0,0.0,,Natalie,seine Gattin,F,,,,,,,,,,,,,,UMC,,,,Gattin(1),wife(1),schwank,
136,ger,1890,1890,3.0,1.0,0.0,,Lenchen Zimmermann,deren Nichte,F,,,,,,,,,,,,,,,,,,Nichte(2),niece(2),schwank,
136,ger,1890,1890,4.0,1.0,0.0,,Clementine Hoßfeld,,F,,,,,,,,,,,,,,,,,,,,schwank,
136,ger,1890,1890,5.0,1.0,0.0,,Leonie Bergner,,F,,,,,,,,,,,,,,,,,,,,schwank,
136,ger,1890,1890,6.0,1.0,0.0,,Herbert Herbold,Componist,M,,Komponist,,composer,,artists,,,artists,artists,artists,,,LMC,,,,,,schwank,
136,ger,1890,1890,7.0,1.0,0.0,,Rittmeister von Fischer,,M,,Rittmeister,,cavalry captain,,military,,,military,government and law enforcement,authority,,,UC,,,,,,schwank,Rittmeister: https://www.dwds.de/wb/Rittmeister
136,ger,1890,1890,8.0,1.0,0.0,,Bodo von Lingen,,M,,,,,,,,,,,,,,,,,,,,schwank,
136,ger,1890,1890,9.0,1.0,0.0,,Stolle,Reporter,M,,Reporter,,journalist,,"professionals, scientific, technical",,,"professionals, scientific, technical",liberal and scientific professions,bourgeoisie,,,UMC,,,,,,schwank,
136,ger,1890,1890,10.0,1.0,0.0,,Lorenz Pomme,,M,,,,,,,,,,,,,,,,,,,,schwank,
136,ger,1890,1890,11.0,1.0,0.0,,Lotte,seine Frau,F,,,,,,,,,,,,,,,,,,Frau(10),wife(10),schwank,
137,ger,1900,1900,1.0,1.0,0.0,,Leopold Henneberg,Rentier,M,,Rentier,,rentier,,rentiers,,,rentiers,rentiers,bourgeoisie,,,UC,,,,,,schwank,
137,ger,1900,1900,2.0,1.0,0.0,,Clara,seine Frau,F,,,,,,,,,,,,,,UC,,,,Frau(1),wife(1),schwank,
137,ger,1900,1900,3.0,1.0,0.0,,Gertrud,beider Tochter,F,,,,,,,,,,,,,,UC,,,,"Tochter(1,2)","daughter(1,2)",schwank,
137,ger,1900,1900,4.0,1.0,0.0,,Pfeiffer,Fouragehändler aus Berlin,M,,Furagehändler,,merchant,,service and sales,,,service and sales,commerce and services,bourgeoisie,,,LMC,Berlin,,,,,schwank,
137,ger,1900,1900,5.0,1.0,0.0,,Eva,dessen Tochter,F,,,,,,,,,,,,,,LMC,,,,Tochter(4),daughter(4),schwank,
137,ger,1900,1900,6.0,1.0,0.0,,Curt Winterfeld,Lieutenant,M,,Leutnant,,lieutenant,,military,,,military,government and law enforcement,authority,,,UMC,,,,,,schwank,
137,ger,1900,1900,7.0,1.0,0.0,,Hans Böhlke,Gutsbesitzer,M,,Gutsbesitzer,,landowner,,agriculture,,,agriculture,agriculture,agriculture,,,UMC,,,,,,schwank,
137,ger,1900,1900,8.0,1.0,0.0,,Arno Büttner,Inhaber der Firma Büttner & Sohn,M,,Firmeninhaber,,company manager,,"professionals, scientific, technical",,,"professionals, scientific, technical",liberal and scientific professions,bourgeoisie,,,UMC,,,,,,schwank,
137,ger,1900,1900,9.0,1.0,0.0,,Hermann Zimmermann,Bureauvorsteher,M,,Bureauvorsteher,,office manager,,intermediate professions,,,intermediate professions,bourgeoisie other,bourgeoisie,,,UMC,,,,,,schwank,
137,ger,1900,1900,10.0,1.0,0.0,,Dorothea,dessen Frau,F,,,,,,,,,,,,,,UMC,,,,Frau(9),wife(9),schwank,
137,ger,1900,1900,11.0,1.0,0.0,,Ernst Sonnenwald,Kaufmann,M,,Kaufmann,,merchant,,service and sales,,,service and sales,commerce and services,bourgeoisie,,,LMC,,,,,,schwank,
137,ger,1900,1900,12.0,1.0,0.0,12-13,Stenzel,bei Henneberg,M,,,,,,,,,,,,,,,,,,,,schwank,
137,ger,1900,1900,13.0,1.0,0.0,,Grete,,F,,Dienstmädchen,,housemaid,,elementary professions,,,elementary professions,elementary professions,elementary workers,,,LC,,,,Dienstmädchen(1),housemaid(1),schwank,
137,ger,1900,1900,14.0,1.0,0.0,,Friedereich,Friseur,M,,Friseur,,hairdresser,,crafts,,,crafts,crafts,bourgeoisie,,,LMC,,,,,,schwank,
137,ger,1900,1900,15.0,1.0,0.0,,Herr Steinfeldt,,M,,,,,,,,,,,,,,,,,,,,schwank,
137,ger,1900,1900,16.0,1.0,0.0,,Frau Steinfeldt,,F,,,,,,,,,,,,,,,,,,,,schwank,
137,ger,1900,1900,17.0,1.0,0.0,,Herr Grünwald,,M,,,,,,,,,,,,,,,,,,,,schwank,
137,ger,1900,1900,18.0,1.0,0.0,,Dessen Frau,,F,,,,,,,,,,,,,,,,,,Frau(17),wife(17),schwank,
137,ger,1900,1900,19.0,1.0,0.0,,Fräulein Trostmann,,F,,,,,,,,,,,,,,,,,,,,schwank,
137,ger,1900,1900,20.0,1.0,0.0,,Fräulein Richter,,F,,,,,,,,,,,,,,,,,,,,schwank,
137,ger,1900,1900,21.0,1.0,0.0,,Fräulein Berthold,,F,,,,,,,,,,,,,,,,,,,,schwank,
137,ger,1900,1900,22.0,0.0,1.0,,Gäste,,U,,,,,,,,,,,,,,,,,,,,schwank,
137,ger,1900,1900,23.0,0.0,1.0,,Herren,,M,,,,,,,,,,,,,,,,,,,,schwank,
137,ger,1900,1900,24.0,0.0,1.0,,Damen,,F,,,,,,,,,,,,,,,,,,,,schwank,
138,ger,1890,1890,1.0,1.0,0.0,,Theodor Mehling,,M,,,,,,,,,,,,,,,,,,,,schwank,
138,ger,1890,1890,2.0,1.0,0.0,,Therese,seine Frau,F,,,,,,,,,,,,,,,,,,Frau(1),wife(1),schwank,
138,ger,1890,1890,3.0,1.0,0.0,,Louise,deren Tochter,F,,,,,,,,,,,,,,,,,,Tochter(2),daughter(2),schwank,
138,ger,1890,1890,4.0,1.0,0.0,,Erich Zülchner,"Forstakademiker, Theresens Neffe",M,,Forstakademiker,,forester graduate,,agriculture,,,agriculture,agriculture,agriculture,,,LMC,,,,Neffe(2),nephew(2),schwank,
138,ger,1890,1890,5.0,1.0,0.0,,Anton Pfeiffer,,M,,,,,,,,,,,,,,,,,,,,schwank,
138,ger,1890,1890,6.0,1.0,0.0,,Ottilie,seine Frau,F,,,,,,,,,,,,,,,,,,Frau(5),wife(5),schwank,
138,ger,1890,1890,7.0,1.0,0.0,,Philipp Hämmerlein,,M,,,,,,,,,,,,,,,,,,,,schwank,
138,ger,1890,1890,8.0,1.0,0.0,,Constanze,seine Frau,F,,,,,,,,,,,,,,,,,,Frau(7),wife(7),schwank,
138,ger,1890,1890,9.0,1.0,0.0,,Dr. Schütze,Arzt,M,,Arzt,,doctor,,"professionals, scientific, technical",,,"professionals, scientific, technical",liberal and scientific professions,bourgeoisie,,Doktor,UC,,,,,,schwank,
138,ger,1890,1890,10.0,1.0,0.0,,Giovanni Baptista Tortellino,Sprachlehrer,M,,Sprachlehrer,,teacher,,"professionals, scientific, technical",,,"professionals, scientific, technical",liberal and scientific professions,bourgeoisie,,,UMC,,,,,,schwank,
138,ger,1890,1890,11.0,1.0,0.0,,Julius Ramsdorf,,M,,,,,,,,,,,,,,,,,,,,schwank,
138,ger,1890,1890,12.0,1.0,0.0,,Gustav Lichtenecker,,M,,,,,,,,,,,,,,,,,,,,schwank,
138,ger,1890,1890,13.0,1.0,0.0,,Sonnenwald,,M,,,,,,,,,,,,,,,,,,,,schwank,
138,ger,1890,1890,14.0,1.0,0.0,,Babette,Dienstmädchen bei Mehlings,F,,Dienstmädchen,,housemaid,,elementary professions,,,elementary professions,elementary professions,elementary workers,,,LC,,,,Dienstmädchen(1),housemaid(1),schwank,
138,ger,1890,1890,15.0,1.0,0.0,,Ein Briefträger,,M,,Briefträger,,mail carrier,,elementary professions,,,elementary professions,elementary professions,elementary workers,,,LC,,,,,,schwank,
139,ger,1890,1890,1.0,1.0,0.0,,Jonathan Stilling,,M,,,,,,,,,,,,,,,,,,,,schwank,
139,ger,1890,1890,2.0,1.0,0.0,,Sarah,seine Frau,F,,,,,,,,,,,,,,,,,,Frau(1),wife(1),schwank,
139,ger,1890,1890,3.0,1.0,0.0,,Harry Pemperton,,M,,,,,,,,,,,,,,,,,,,,schwank,
139,ger,1890,1890,4.0,1.0,0.0,,Kitty,seine Frau,F,,,,,,,,,,,,,,,,,,Frau(3),wife(3),schwank,
139,ger,1890,1890,5.0,1.0,0.0,,Edith,seine Tochter,F,,,,,,,,,,,,,,,,,,Tochter(3),daughter(3),schwank,
139,ger,1890,1890,6.0,1.0,0.0,,Ratatewa,Maharadschah von Singhore,M,,,,,,aristocrats,,,aristocrats,nobility,aristocracy,,Maharadschah,UC,India,,,,,schwank,
139,ger,1890,1890,7.0,1.0,0.0,,Ilona Alisson,,F,,,,,,,,,,,,,,,,,,,,schwank,
139,ger,1890,1890,8.0,1.0,0.0,,Fox,Direktor eines Spezialitätentheaters,M,,Theaterdirektor,,theatre manager,,intermediate professions,,,intermediate professions,bourgeoisie other,bourgeoisie,,,UMC,,,,,,schwank,
139,ger,1890,1890,9.0,1.0,0.0,,General Webster,,M,,General,,general,,military,,,military,government and law enforcement,authority,,,UC,,,,,,schwank,
139,ger,1890,1890,10.0,1.0,0.0,,Polly,,F,,,,,,,,,,,,,,,,,,,,schwank,
139,ger,1890,1890,11.0,1.0,0.0,,John,,M,,,,,,,,,,,,,,,,,,,,schwank,
139,ger,1890,1890,12.0,1.0,0.0,,Jussuf,,M,,,,,,,,,,,,,,,,,,,,schwank,
139,ger,1890,1890,13.0,1.0,0.0,,Lizzie,,F,,Kammermädchen,,lady's maid,,elementary professions,,,elementary professions,elementary professions,elementary workers,,,LC,,,,Kammermädchen(7),lady's maid(7),schwank,
140,ger,1900,1900,1.0,1.0,0.0,,Stephan Morchler,Rentier,M,,Rentier,,rentier,,rentiers,,,rentiers,rentiers,bourgeoisie,,,UC,,,,,,schwank,
140,ger,1900,1900,2.0,1.0,0.0,,Amalie,seine Frau,F,,,,,,,,,,,,,,UC,,,,Frau(1),wife(1),schwank,
140,ger,1900,1900,3.0,1.0,0.0,2023-04-03 00:00:00,Emmy,deren Kinder,F,,,,,,,,,,,,,,,,,,Tochter(2),daughter(2),schwank,
140,ger,1900,1900,4.0,1.0,0.0,,Fritz,Kaufmannslehrling,M,,Kaufmannslehrling,,merchant,,service and sales,,apprentice,service and sales,commerce and services,bourgeoisie,,,LMC,,,,Sohn(2),son(2),schwank,
140,ger,1900,1900,5.0,1.0,0.0,,Dr. Otto Fernkamp,Gymnasiallehrer,M,,Gymnasiallehrer,,teacher,,"professionals, scientific, technical",,,"professionals, scientific, technical",liberal and scientific professions,bourgeoisie,,Doktor,UMC,,,,,,schwank,
140,ger,1900,1900,6.0,1.0,0.0,,Adalbert Hölzchen,Morchlers Schwager,M,,,,,,,,,,,,,,,,,,Schwager(1),brother-in-law(1),schwank,
140,ger,1900,1900,7.0,1.0,0.0,,Bertha Wittig,,F,,,,,,,,,,,,,,,,,,,,schwank,
140,ger,1900,1900,8.0,1.0,0.0,,Lorenz Wernicke,Fabrikant,M,,Fabrikant,,manufacturer,,industry and transportation,,,industry and transportation,bourgeoisie other,bourgeoisie,,,UMC,,,,,,schwank,
140,ger,1900,1900,9.0,1.0,0.0,,Aurelie,seine Frau,F,,,,,,,,,,,,,,UMC,,,,Frau(8),wife(8),schwank,
140,ger,1900,1900,10.0,1.0,0.0,,Julius,beider Sohn,M,,,,,,,,,,,,,,UMC,,,,"Sohn(8,9)","son(8,9)",schwank,
140,ger,1900,1900,11.0,1.0,0.0,,Bachmann,,M,,,,,,,,,,,,,,,,,,,,schwank,
140,ger,1900,1900,12.0,1.0,0.0,,Frau Koch,,F,,,,,,,,,,,,,,,,,,,,schwank,
140,ger,1900,1900,13.0,1.0,0.0,,Fräulein Vogel,,F,,,,,,,,,,,,,,,,,,,,schwank,
140,ger,1900,1900,14.0,1.0,0.0,,Sesselmann,,M,,,,,,,,,,,,,,,,,,,,schwank,
140,ger,1900,1900,15.0,1.0,0.0,,Dillinger,,M,,,,,,,,,,,,,,,,,,,,schwank,
140,ger,1900,1900,16.0,1.0,0.0,,Süßengut,,M,,,,,,,,,,,,,,,,,,,,schwank,
140,ger,1900,1900,17.0,1.0,0.0,,Katharine,Dienstmädchen bei Morchler,F,,Dienstmädchen,,housemaid,,elementary professions,,,elementary professions,elementary professions,elementary workers,,,LC,,,,Dienstmädchen(1),housemaid(1),schwank,
141,ger,1880,1880,1.0,1.0,0.0,,Lorenz Sommerfeld,Rentier,M,,Rentier,,rentier,,rentiers,,,rentiers,rentiers,bourgeoisie,,,UC,,,,,,schwank,
141,ger,1880,1880,2.0,1.0,0.0,,Charlotte,seine Frau,F,,,,,,,,,,,,,,UC,,,,Frau(1),wife(1),schwank,
141,ger,1880,1880,3.0,1.0,0.0,,Karl Engelbert,Kaufmann,M,,Kaufmann,,merchant,,service and sales,,,service and sales,commerce and services,bourgeoisie,,,LMC,,,,,,schwank,
141,ger,1880,1880,4.0,1.0,0.0,,Clara,seine Frau,F,,,,,,,,,,,,,,LMC,,,,Frau(3),wife(3),schwank,
141,ger,1880,1880,5.0,1.0,0.0,,Cäsar Krause,Weinreisender,M,,Weinreisender,,wine merchant,,service and sales,,,service and sales,commerce and services,bourgeoisie,,,LMC,,,,,,schwank,
141,ger,1880,1880,6.0,1.0,0.0,,Ernestine Bleibtreu,eine junge Wittwe,F,young,,,,,,,,,,,,,,,,,,,schwank,
141,ger,1880,1880,7.0,1.0,0.0,,Bertha Kron,Clara's Cousine,F,,,,,,,,,,,,,,,,,,Cousine(4),cousin(4),schwank,
141,ger,1880,1880,8.0,1.0,0.0,,Johannes Lämmel,,M,,,,,,,,,,,,,,,,,,,,schwank,
141,ger,1880,1880,9.0,1.0,0.0,,Fritz Zeisig,stud. jur.,M,,stud. jur.,,law student,,"professionals, scientific, technical",,student,"professionals, scientific, technical",liberal and scientific professions,bourgeoisie,,,UMC,,,,,,schwank,
141,ger,1880,1880,10.0,1.0,0.0,,Renner,Geheimpolizist,M,,Geheimpolizist,,police officer,,police and security,,,police and security,government and law enforcement,authority,,,LMC,,,,,,schwank,
141,ger,1880,1880,11.0,1.0,0.0,,Wachsmann,"Besitzer des Hôtels ""Rautenbusch""",M,,Hotelbesitzer,,hotel owner,,service and sales,,,service and sales,commerce and services,bourgeoisie,,,UMC,,,,,,schwank,
141,ger,1880,1880,12.0,1.0,0.0,,Lina,Dienstmädchen bei Engelberts,F,,Dienstmädchen,,housemaid,,elementary professions,,,elementary professions,elementary professions,elementary workers,,,LC,,,,Dienstmädchen(3),housemaid(3),schwank,
141,ger,1880,1880,13.0,1.0,0.0,,Brose,"Berliner, Schütze",M,,Schütze,,soldier,,military,,,military,government and law enforcement,authority,,,LC,Berlin,,,,,schwank,Schütze: https://www.duden.de/rechtschreibung/Schuetze_Schieszender
141,ger,1880,1880,14.0,1.0,0.0,,Heidelbach,"Sachse, Schütze",M,,Schütze,,soldier,,military,,,military,government and law enforcement,authority,,,LC,Sachsen,,,,,schwank,
141,ger,1880,1880,15.0,1.0,0.0,14-16,Moderegger,"Oberbayern, Schütze",M,,Schütze,,soldier,,military,,,military,government and law enforcement,authority,,,LC,Oberbayern,,,,,schwank,
