workId,lang,decadePrint,decadeFirstPrint,decade,decadeOld,diff,characterId,cl,isGrp,cGrp,persName,roleDesc,sex,age,profession,normalizedProfession,modifier,professionalGroupMethal,professionalGroupNoVal,professionalGroup,profGrpSelected,profGrpCoarse,profGrpCoarser,role,title,socialClassOrig,socialClassAuto,socialClass,cfSoc,origin,raceOrEthnicity,accentDialect,relations,normalizedRelation,genre,comments
119,ger,,,1830,1830,0,28,1,0,,Herr von Wachsweich,,M,,,,,,,,,,,,,,,,,,,,Freund(1),friend(1),,
119,ger,,,1830,1830,0,29,1,0,,Dessen Frau,,F,,,,,,,,,,,,,,,,,,,,Frau(28),wife(28),,
119,ger,,,1830,1830,0,30,1,0,,Ein Gerichtsbeamter,,M,,Gerichtsbeamter,court staff,,,intermediate professions,intermediate professions,intermediate professions,bourgeoisie other,bourgeoisie,,,,,UMC,,,,,,,,Gerichtsbeamte: staff with rather high position at court
119,ger,,,1830,1830,0,31,1,0,31-32,Grob,Tandler,M,,Tandler,second-hand dealer,,,service & sales,service & sales,service & sales,commerce & services,bourgeoisie,,,,,LMC,,,,,,,,
119,ger,,,1830,1830,0,32,1,0,,Trumpf,,M,,Tandler,second-hand dealer,,,service & sales,service & sales,service & sales,commerce & services,bourgeoisie,,,,,LMC,,,,,,,,
119,ger,,,1830,1830,0,33,1,0,33-34,Erster,Wächter,M,,Wächter,guard,,,police & security,police & security,police & security,government & law enforcement,authority,,,,,LC,,,,,,,,
119,ger,,,1830,1830,0,34,1,0,,Zweiter,,M,,Wächter,guard,,,police & security,police & security,police & security,government & law enforcement,authority,,,,,LC,,,,,,,,
119,ger,,,1830,1830,0,35,0,1,,Mehrere Herren und Damen,,B,,,,,,,,,,,,,,,,,,,,,,,
119,ger,,,1830,1830,0,36,0,1,,Tandler und Tandlerinnen,,B,,Tandler,second-hand dealer,,,service & sales,service & sales,service & sales,commerce & services,bourgeoisie,,,,,LMC,,,,,,,,
119,ger,,,1830,1830,0,37,0,1,,Bediente,,U,,Bediente,domestic worker,,,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,,,LC,,,,,,,,
119,ger,,,1830,1830,0,38,0,1,,Küchenpersonale,,U,,Küchenpersonal,kitchen helper,,,service & sales,service & sales,service & sales,commerce & services,bourgeoisie,,,,,LC,,,,,,,,
069,ger,,,1830,1830,0,1,1,0,,Herr Hampelmann,Rentenirer,M,,Rentner,pensioner,retired,,rentiers,rentiers,rentiers,rentiers,bourgeoisie,,,,,LMC,,,,,,,,
069,ger,,,1830,1830,0,2,1,0,,Madame Hampelmann,"vorher verehelichte Sauer, geb. Süß, seine Frau zweiter Ehe",F,,,,,,,,,,,,,,,LMC,,,,,Frau(1),wife(1),,
069,ger,,,1830,1830,0,3,1,0,,Sophie,seine Stieftochter,F,,,,,,,,,,,,,,,LMC,,,,,Stieftochter(1),stepdaughter(1),,
069,ger,,,1830,1830,0,4,1,0,,Herr Hübner,sein Freund,M,,,,,,,,,,,,,,,,,,,,Freund(1),friend(1),,
069,ger,,,1830,1830,0,5,1,0,,Carl Neumann,,M,,,,,,,,,,,,,,,,,,,,,,,
069,ger,,,1830,1830,0,6,1,0,,Mademoiselle Aurora Wachtel,Sängerin,F,,Sängerin,singer,,,artists,artists,artists,artists,artists,,,,,LMC,,,,,,,,
069,ger,,,1830,1830,0,7,1,0,,Herr Ganz,,M,,,,,,,,,,,,,,,,,,,,,,,
069,ger,,,1830,1830,0,8,1,0,,Madame Ganz,,F,,,,,,,,,,,,,,,,,,,,Frau(7),wife(7),,
069,ger,,,1830,1830,0,9,1,0,,Louise,ihre Tochter,F,,,,,,,,,,,,,,,,,,,,Tochter(8),daughter(8),,
069,ger,,,1830,1830,0,10,1,0,,Regine,Stubenmädchen bei Ganz,F,,Stubenmädchen,maid,,,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,,,LC,,,,,Stubenmädchen(7),maid(7),,
069,ger,,,1830,1830,0,11,1,0,,Herr Wackelmann,Ganz Schwager,M,,,,,,,,,,,,,,,,,,,,Schwager(7),brother-in-law(7),,
069,ger,,,1830,1830,0,12,1,0,,Mariane,Kammermädchen bei Aurora,F,,Kammermädchen,lady's maid,,,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,,,LC,,,,,Kammermädchen(6),lady's maid(6),,
069,ger,,,1830,1830,0,13,1,0,,Ein Stadtgerichtspedell,,M,,Stadtgerichtspedell,court usher,,,intermediate professions,intermediate professions,intermediate professions,bourgeoisie other,bourgeoisie,,,,,LMC,,,,,,,,
069,ger,,,1830,1830,0,14,1,0,,Ein Schneidergesell,,M,,Schneidergeselle,tailor,,,crafts,crafts,crafts,crafts,bourgeoisie,,,,,LMC,,,,,,,,
087,ger,,,1830,1830,0,1,1,0,,Inspector Wurm,,M,,Inspektor,inspector,,,"professionals, scientific, technical","professionals, scientific, technical","professionals, scientific, technical",liberal & scientific professions,bourgeoisie,,,,,UMC,,,,,,,,
087,ger,,,1830,1830,0,2,1,0,,Marie,seine Tochter,F,,,,,,,,,,,,,,,UMC,,,,,Tochter(1),daughter(1),,
087,ger,,,1830,1830,0,3,1,0,,Madame Grüneberger,eine Berlinerin,F,,,,,,,,,,,,,,,,,Berlin,,,,,,German origin relevant here because th play takes place in Austria
087,ger,,,1830,1830,0,4,1,0,,Gottlieb Fiedler,ihr Neffe,M,,,,,,,,,,,,,,,,,,,,Neffe(3),nephew(3),,
087,ger,,,1830,1830,0,5,1,0,5-9,Mamsell Katton,Putzmacherinnen,F,,Putzmacherin,milliner,,,crafts,crafts,crafts,crafts,bourgeoisie,,,,,LMC,,,,,,,,
087,ger,,,1830,1830,0,6,1,0,,Mamsell Charlott,,F,,Putzmacherin,milliner,,,crafts,crafts,crafts,crafts,bourgeoisie,,,,,LMC,,,,,,,,
087,ger,,,1830,1830,0,7,1,0,,Mamsell Babett,,F,,Putzmacherin,milliner,,,crafts,crafts,crafts,crafts,bourgeoisie,,,,,LMC,,,,,,,,
087,ger,,,1830,1830,0,8,1,0,,Mamsell Nanett,,F,,Putzmacherin,milliner,,,crafts,crafts,crafts,crafts,bourgeoisie,,,,,LMC,,,,,,,,
087,ger,,,1830,1830,0,9,1,0,,Mamsell Christin,,F,,Putzmacherin,milliner,,,crafts,crafts,crafts,crafts,bourgeoisie,,,,,LMC,,,,,,,,
087,ger,,,1830,1830,0,10,1,0,,Sebastian Tratschmiedl,Tabackkrämer,M,,Tabakkrämer,tobacco merchant,,,service & sales,service & sales,service & sales,commerce & services,bourgeoisie,,,,,LMC,,,,,,,,
087,ger,,,1830,1830,0,11,1,0,,Frank,,M,,,,,,,,,,,,,,,,,,,,,,,
087,ger,,,1830,1830,0,12,0,1,,Gäste beym Verlobungsfeste,,U,,,,,,,,,,,,,,,,,,,,,,,
068,ger,,,1830,1830,0,1,1,0,,Herr Hampelmann,wollener und baumwollener Waarenhändler,M,,Warenhändler,textile merchant,,,service & sales,service & sales,service & sales,commerce & services,bourgeoisie,,,,,LMC,,,,,,,,
068,ger,,,1830,1830,0,2,1,0,,Madame Hampelmann,seine Frau,F,,,,,,,,,,,,,,,LMC,,,,,Frau(1),wife(1),,
068,ger,,,1830,1830,0,3,1,0,,Victorine Keller,Ladenjungfer bei Hampelmann,F,,Ladenjungfer,retail worker,,,service & sales,service & sales,service & sales,commerce & services,bourgeoisie,,,,,LC,,,,,Ladenjungfer(1),retail worker(1),,
068,ger,,,1830,1830,0,4,1,0,,Herr Keller,Handelsmann in Nürnberg,M,,Handelsmann,salesperson,,,service & sales,service & sales,service & sales,commerce & services,bourgeoisie,,,,,LMC,,Nürnberg,,,,,,
068,ger,,,1830,1830,0,5,1,0,,Herr Servatius,Accessist aus Darmstadt,M,,Accessist,musician,,,artists,artists,artists,artists,artists,,,,,LMC,,Darmstadt,,,,,,Accessist werden im 19. Jahrhundert junge Musiker in ihrem ersten Anstellungsverhältnis in einer Musik-Kapelle genannt (Wikipedia)
068,ger,,,1830,1830,0,6,1,0,,Mr. Teabox,ein reisender Engländer,M,,,,,,,,,,,,,,,,,England,,,,,,
068,ger,,,1830,1830,0,7,1,0,,Mayer Hirsch Langeselbold,,M,,,,,,,,,,,,,,,,,,,,,,,
068,ger,,,1830,1830,0,8,1,0,,Mousseux,Reisender eines Handlungshauses in Epernay,M,,Handlungsreisender,traveling salesperson,,,service & sales,service & sales,service & sales,commerce & services,bourgeoisie,,,,,LMC,,France,,,,,,
068,ger,,,1830,1830,0,9,1,0,,Madame Fleiß,Putzmacherin,F,,Putzmacherin,milliner,,,crafts,crafts,crafts,crafts,bourgeoisie,,,,,LMC,,,,,,,,
068,ger,,,1830,1830,0,10,1,0,,Madame Boa,Modehändlerin,F,,Modehändlerin,textile merchant,,,service & sales,service & sales,service & sales,commerce & services,bourgeoisie,,,,,LMC,,,,,,,,
068,ger,,,1830,1830,0,11,1,0,,Catharine Blum,eine Amme,F,,Amme,nanny,,,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,,,LC,,,,,,,,
068,ger,,,1830,1830,0,12,1,0,,Mautheinnehmer,,M,,Mauteinnehmer,customs officer,,,police & security,police & security,police & security,government & law enforcement,authority,,,,,LMC,,,,,,,,
068,ger,,,1830,1830,0,13,1,0,,Gastwirth,,M,,Gastwirt,innkeeper,,,service & sales,service & sales,service & sales,commerce & services,bourgeoisie,,,,,LMC,,,,,,,,
068,ger,,,1830,1830,0,14,1,0,,Polizeibeamter,,M,,Polizeibeamter,police officer,,,police & security,police & security,police & security,government & law enforcement,authority,,,,,LMC,,,,,,,,
068,ger,,,1830,1830,0,15,1,0,,Höflich,Post-Conducteur,M,,Postkondukteur,mail coach driver,,,industry and transportation,industry & transportation,industry & transportation,bourgeoisie other,bourgeoisie,,,,,LC,,,,,,,,
068,ger,,,1830,1830,0,16,1,0,,Matthes,Wagenmeister,M,,Wagenmeister,train station employee,,,industry and transportation,industry & transportation,industry & transportation,bourgeoisie other,bourgeoisie,,,,,UMC,,,,,,,,wagon master: the person hired to oversee the transportation of a group of wagons (wikipedia)
068,ger,,,1830,1830,0,17,1,0,,Ein Straßenräuber,,M,,,,,,,,,,,,,,,,,,,,,,,
068,ger,,,1830,1830,0,18,0,1,,Kellner,,U,,Kellner,waiter,,,service & sales,service & sales,service & sales,commerce & services,bourgeoisie,,,,,LC,,,,,,,,
068,ger,,,1830,1830,0,19,0,1,,Magd,,F,,Magd,maid,,,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,,,LC,,,,,,,,
068,ger,,,1830,1830,0,20,0,1,,Mauthbeamte,,U,,Mautbeamter,customs officer,,,police & security,police & security,police & security,government & law enforcement,authority,,,,,LMC,,,,,,,,
068,ger,,,1830,1830,0,21,0,1,,Mehrere Reisende,,U,,,,,,,,,,,,,,,,,,,,,,,
068,ger,,,1830,1830,0,22,0,1,,Bürger und Bürgerinnen,,B,,,,,,,,,,,,,,,,,,,,,,,
067,ger,,,1830,1830,0,1,1,0,,Herr Hampelmann,wollener und baumwollener Waarenhändler,M,,Warenhändler,textile merchant,,,service & sales,service & sales,service & sales,commerce & services,bourgeoisie,,,,,LMC,,,,,,,,
067,ger,,,1830,1830,0,2,1,0,,Madame Hampelmann,seine Frau,F,,,,,,,,,,,,,,,LMC,,,,,Frau(1),wife(1),,
067,ger,,,1830,1830,0,3,1,0,,Rosine,seine Nichte,F,,,,,,,,,,,,,,,,,,,,Nichte(1),niece(1),,
067,ger,,,1830,1830,0,4,1,0,,Schannewehche (Jean Noé),"Söhnchen, 5 Jahr alt",M,5,,,,,,,,,,,,,,LMC,,,,,Sohn(1),son(1),,
067,ger,,,1830,1830,0,5,1,0,,Louise,seine Magd,F,,Magd,maid,,,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,,,LC,,,,,Magd(1),maid(1),,
067,ger,,,1830,1830,0,6,1,0,,Gerhard Zahm,Commis in einer Ausschnitthandlung,M,,Commis,retail worker,,,service & sales,service & sales,service & sales,commerce & services,bourgeoisie,,,,,LC,,,,,,,,"Ausschnitthandlung: das Verkaufen von wollenen, seidenen u. ähnlichen Waaren im Einzelnen"
067,ger,,,1830,1830,0,7,1,0,,Rummel,Studiosus juris,M,,Studiosus juris,law student,student,,"professionals, scientific, technical","professionals, scientific, technical","professionals, scientific, technical",liberal & scientific professions,bourgeoisie,,,,,UMC,,,,,,,,
067,ger,,,1830,1830,0,8,1,0,,Fuchs,Flurschütz,M,,Flurschütz,forest ranger,,,police & security,police & security,police & security,government & law enforcement,authority,,,,,LMC,,,,,,,,
067,ger,,,1830,1830,0,9,1,0,,Thomas,ein Bauer,M,,Bauer,farmer,,,agriculture,agriculture,agriculture,agriculture,agriculture,,,,,LC,,,,,,,,
067,ger,,,1830,1830,0,10,1,0,,Frau Schukkessin,,F,,,,,,,,,,,,,,,,,,,,,,,
067,ger,,,1830,1830,0,11,1,0,,Ein Kutscher,,M,,Kutscher,coach driver,,,service & sales,service & sales,service & sales,commerce & services,bourgeoisie,,,,,LC,,,,,,,,
067,ger,,,1830,1830,0,12,1,0,,Ein Schiebkärcher,,M,,Schiebkärcher,vehicle owner,,,industry and transportation,industry & transportation,industry & transportation,bourgeoisie other,bourgeoisie,,,,,LMC,,,,,,,,"Schiebkärcher: einer, der mit dem Schiebkarren arbeitet (DWDS); person working with a pushcart"
067,ger,,,1830,1830,0,13,1,0,13-14,Erster,Kellner,M,,Kellner,waiter,,,service & sales,service & sales,service & sales,commerce & services,bourgeoisie,,,,,LC,,,,,,,,
067,ger,,,1830,1830,0,14,1,0,,Zweiter,,M,,Kellner,waiter,,,service & sales,service & sales,service & sales,commerce & services,bourgeoisie,,,,,LC,,,,,,,,
067,ger,,,1830,1830,0,15,1,0,,Ein Musikant,,M,,Musikant,musician,,,artists,artists,artists,artists,artists,,,,,LMC,,,,,,,,
067,ger,,,1830,1830,0,16,1,0,,Ein Gast,,M,,,,,,,,,,,,,,,,,,,,,,,
067,ger,,,1830,1830,0,17,0,1,,Bürger,,U,,,,,,,,,,,,,,,,,,,,,,,
067,ger,,,1830,1830,0,18,0,1,,Bauern,,U,,Bauer,farmer,,,agriculture,agriculture,agriculture,agriculture,agriculture,,,,,LC,,,,,,,,
067,ger,,,1830,1830,0,19,0,1,,Musikanten,,U,,Musikant,musician,,,artists,artists,artists,artists,artists,,,,,LMC,,,,,,,,
074,ger,,,1830,1860,3,1,1,0,,Herr Liborius,,M,,,,,,,,,,,,,,,,,,,,,,,
074,ger,,,1830,1860,3,2,1,0,,Brennicke,sein alter Kammerdiener,M,old,Kammerdiener,valet,,,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,,,LC,,,,,Kammerdiener(1),valet(1),,
074,ger,,,1830,1860,3,3,1,0,,Commerzienräthin Baldini,junge Wittwe von 30 Jahren,F,30,Kommerzienrätin,businessperson,,,service & sales,service & sales,service & sales,commerce & services,bourgeoisie,,Kommerzienrätin,,,UMC,,,,,Wittwe(0),widow(0),,
074,ger,,,1830,1860,3,4,1,0,,Susanne,ihre Kammerfrau,F,,Kammerfrau,lady's maid,,,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,,,LC,,,,,Kammerfrau(3),lady's maid(3),,
074,ger,,,1830,1860,3,5,1,0,,Heinrich,ihr Bedienter,M,,Bediente,domestic worker,,,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,,,LC,,,,,Bediente(3),domestic worker(3),,
074,ger,,,1830,1860,3,6,1,0,,Jette,ihr Stubenmädchen,F,,Stubenmädchen,maid,,,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,,,LC,,,,,Stubenmädchen(3),maid(3),,
074,ger,,,1830,1860,3,7,1,0,,Herr von Sonnenwald,,M,,,,,,,,,,,,,,,,,,,,,,,
074,ger,,,1830,1860,3,8,1,0,,Die Gastwirthin zu Oranienburg,,F,,Gastwirtin,innkeeper,,,service & sales,service & sales,service & sales,commerce & services,bourgeoisie,,,,,LMC,,,,,,,,
074,ger,,,1830,1860,3,9,1,0,,Lene,Hausjungfer,F,,Hausjungfer,maid,,,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,,,LC,,,,,,,,
074,ger,,,1830,1860,3,10,1,0,,Hans,Kellner,M,,Kellner,waiter,,,service & sales,service & sales,service & sales,commerce & services,bourgeoisie,,,,,LC,,,,,,,,
074,ger,,,1830,1860,3,11,1,0,,Die Wirthin zu Sachsenhausen,,F,,Wirtin,innkeeper,,,service & sales,service & sales,service & sales,commerce & services,bourgeoisie,,,,,LMC,,,,,,,,
074,ger,,,1830,1860,3,12,1,0,,Grützmacher,Revierjäger,M,,Revierjäger,hunter,,,agriculture,agriculture,agriculture,agriculture,agriculture,,,,,LMC,,,,,,,,
074,ger,,,1830,1860,3,13,0,1,,Vier andere Jäger,,M,,Jäger,hunter,,,agriculture,agriculture,agriculture,agriculture,agriculture,,,,,LMC,,,,,,,,
074,ger,,,1830,1860,3,14,1,0,14-15,Knaust,Holzhauer,M,,Holzhauer,woodcutter,,,agriculture,agriculture,agriculture,agriculture,agriculture,,,,,LC,,,,,,,,
074,ger,,,1830,1860,3,15,1,0,,Schramm,,M,,Holzhauer,woodcutter,,,agriculture,agriculture,agriculture,agriculture,agriculture,,,,,LC,,,,,,,,
074,ger,,,1830,1860,3,16,1,0,,Dörthe,Knaust's Frau,F,,,,,,,,,,,,,,,LC,,,,,Frau(14),wife(14),,
074,ger,,,1830,1860,3,17,0,1,,Zwei Postillone,,M,,Postillon,mail coach driver,,,industry and transportation,industry & transportation,industry & transportation,bourgeoisie other,bourgeoisie,,,,,LC,,,,,,,,
074,ger,,,1830,1860,3,18,0,1,,Holzhauer,,M,,Holzhauer,woodcutter,,,agriculture,agriculture,agriculture,agriculture,agriculture,,,,,LC,,,,,,,,
074,ger,,,1830,1860,3,19,1,0,,Ein Bedienter des Herrn von Sonnenwald,,M,,Bediente,domestic worker,,,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,,,LC,,,,,Bediente(7),domestic worker(7),,
070,ger,,,1830,1830,0,1,1,0,,Herr Wohlmann,Zimmermeister und Bauten-Unternehmer,M,,Zimmermeister|Bauunternehmer,master carpenter|contractor,,,crafts|industry and transportation,crafts|industry & transportation,crafts,crafts,bourgeoisie,,,,,UMC,,,,,,,,
070,ger,,,1830,1830,0,2,1,0,,Kluck,"Maurerpolirer, Berliner",M,,Maurerpolier,bricklayer,,,crafts,crafts,crafts,crafts,bourgeoisie,,,,,LMC,,Berlin,,,,,,
070,ger,,,1830,1830,0,3,1,0,,Hähnchen,"Tischler, Berliner",M,,Tischler,carpenter,,,crafts,crafts,crafts,crafts,bourgeoisie,,,,,LMC,,Berlin,,,,,,
070,ger,,,1830,1830,0,4,1,0,,Stehauf,"Klempner, Breslauer",M,,Klempner,metalworker,,,crafts,crafts,crafts,crafts,bourgeoisie,,,,,LMC,,Poland,,,,,,
070,ger,,,1830,1830,0,5,1,0,,Puff,"Schlosser, Stettiner",M,,Schlosser,locksmith,,,crafts,crafts,crafts,crafts,bourgeoisie,,,,,LMC,,Poland,,,,,,
070,ger,,,1830,1830,0,6,1,0,,Wilhelm Kind,"Zimmermann, Dresdner",M,,Zimmerman,carpenter,,,crafts,crafts,crafts,crafts,bourgeoisie,,,,,LMC,,Dresden,,,,,,
070,ger,,,1830,1830,0,7,1,0,,Madame Kluck,,F,,,,,,,,,,,,,,,LMC,,,,,Frau(2),wife(2),,
070,ger,,,1830,1830,0,8,1,0,,Madame Stehauf,,F,,,,,,,,,,,,,,,LMC,,,,,Frau(4),wife(4),,
070,ger,,,1830,1830,0,9,1,0,,Madame Puff,,F,,,,,,,,,,,,,,,LMC,,,,,Frau(5),wife(5),,
070,ger,,,1830,1830,0,10,1,0,,Frau Mietzel,Gastwirthin,F,,Gastwirtin,innkeeper,,,service & sales,service & sales,service & sales,commerce & services,bourgeoisie,,,,,LMC,,,,,,,,
070,ger,,,1830,1830,0,11,1,0,,Lenchen,ihre Tochter,F,,,,,,,,,,,,,,,LMC,,,,,Tochter(10),daughter(10),,
070,ger,,,1830,1830,0,12,0,1,,Handwerker und ihre Frauen,,B,,Handwerker,craftsperson,,,crafts,crafts,crafts,crafts,bourgeoisie,,,,,LMC,,,,,,,,
070,ger,,,1830,1830,0,13,0,1,,Musikanten,,U,,Musikant,musician,,,artists,artists,artists,artists,artists,,,,,LMC,,,,,,,,
104,ger,,,1820,1820,0,1,1,0,,Joseph Hubert,ein Privatmann,M,,Privatmann,rentier,,,rentiers,rentiers,rentiers,rentiers,bourgeoisie,,,,,UC,,,,,,,,
104,ger,,,1820,1820,0,2,1,0,,Franz,sein Sohn,M,,,,,,,,,,,,,,,UC,,,,,Sohn(1),son(1),,
104,ger,,,1820,1820,0,3,1,0,,Babet,eine Haushälterin,F,,Haushälterin,housekeeper,,,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,,,LC,,,,,,,,
104,ger,,,1820,1820,0,4,1,0,,Kathi,Stubenmadl,F,,Stubenmadl,maid,,,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,,,LC,,,,,,,,
104,ger,,,1820,1820,0,5,1,0,,Eugen,Franzens Freund,M,,,,,,,,,,,,,,,,,,,,Freund(2),friend(2),,
104,ger,,,1820,1820,0,6,1,0,,Luise von Schlingen,eine junge Wittwe,F,young,,,,,,,,,,,,,,,,,,,Wittwe(0),widow(0),,
104,ger,,,1820,1820,0,7,1,0,,Dörthe,ihr Dienstmädchen,F,,Dienstmädchen,maid,,,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,,,LC,,,,,Dienstmädchen(6),maid(6),,
101,ger,,,1820,1820,0,1,1,0,,Manuel Messing,ein reicher Viehmäster,M,,Viehmäster,livestock farmer,,,agriculture,agriculture,agriculture,agriculture,agriculture,,,,,UMC,,,,,,,,
101,ger,,,1820,1820,0,2,1,0,,Dörthe,seine Tochter,M,,,,,,,,,,,,,,,UMC,,,,,Tochter(1),daughter(1),,
101,ger,,,1820,1820,0,3,1,0,,Cesar Messing,"sein Bruder, ein reicher Brauer",M,,Brauer,brewer,,,industry and transportation,industry & transportation,industry & transportation,bourgeoisie other,bourgeoisie,,,,,UMC,,,,,Bruder(1),brother(1),,
101,ger,,,1820,1820,0,4,1,0,4-5,Andreas,dessen Kinder,M,,,,,,,,,,,,,,,UMC,,,,,Sohn(3),son(3),,
101,ger,,,1820,1820,0,5,1,0,,Therese,,F,,,,,,,,,,,,,,,UMC,,,,,Tochter(3),daughter(3),,
101,ger,,,1820,1820,0,6,1,0,,Flott,Friseur,M,,Friseur,hairdresser,,,crafts,crafts,crafts,crafts,bourgeoisie,,,,,LMC,,,,,,,,
101,ger,,,1820,1820,0,7,1,0,,Die Wirthin,,F,,Wirtin,innkeeper,,,service & sales,service & sales,service & sales,commerce & services,bourgeoisie,,,,,LMC,,,,,,,,
101,ger,,,1820,1820,0,8,1,0,,Der Kellner,,M,,Kellner,waiter,,,service & sales,service & sales,service & sales,commerce & services,bourgeoisie,,,,,LC,,,,,,,,
101,ger,,,1820,1820,0,9,1,0,,Polizei-Commissair Laudon,,M,,Polizeikommissar,police commissioner,,,police & security,police & security,police & security,government & law enforcement,authority,,,,,UC,,,,,,,,
101,ger,,,1820,1820,0,10,0,1,,Wache,,M,,Wache,guard,,,police & security,police & security,police & security,government & law enforcement,authority,,,,,LC,,,,,,,,
102,ger,,,1840,1840,0,1,1,0,,Herr von Springerl,,M,,,,,,,,,,,,,,,,,,,,,,,
102,ger,,,1840,1840,0,2,1,0,,Sophie,seine Frau,F,,,,,,,,,,,,,,,,,,,,Frau(1),wife(1),,
102,ger,,,1840,1840,0,3,1,0,,Joseph Willig,ein Fleischhauer und Viehhändler von Oedenburg,M,,Fleischhauer|Viehhändler,butcher|animal dealer,,,crafts|agriculture,crafts|agriculture,agriculture,agriculture,agriculture,,,,,LMC,,Hungary,,,,,,
102,ger,,,1840,1840,0,4,1,0,,Babette,seine Frau und Sophien's Schwester,F,,,,,,,,,,,,,,,LMC,,,,,"Frau(3), Schwester(2)","wife(3), sister(2)",,
102,ger,,,1840,1840,0,5,1,0,,Julchen,ihre Nichte,F,,,,,,,,,,,,,,,,,,,,Nichte(4),niece(4),,
102,ger,,,1840,1840,0,6,1,0,,Wallmann,,M,,,,,,,,,,,,,,,,,,,,,,,
102,ger,,,1840,1840,0,7,1,0,,Toms,ein junger Ostindier,M,young,,,,,,,,,,,,,,,,East Indies,,,,,,
102,ger,,,1840,1840,0,8,1,0,,Stößel,ein gewesener Barbiergesell,M,,Barbiergeselle,barber,former,,crafts,crafts,crafts,crafts,bourgeoisie,,,,,LMC,,,,,,,,
102,ger,,,1840,1840,0,9,1,0,,Peter,im Dienste bei Joseph,M,,Arbeiter,labourer,,,agriculture,agriculture,agriculture,agriculture,agriculture,,,,,LC,,,,,Angestellter(3),employee(3),,
102,ger,,,1840,1840,0,10,1,0,,Ein Knecht Joseph's,,M,,Knecht,valet,,,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,,,LC,,,,,Knecht(3),valet(3),,
102,ger,,,1840,1840,0,11,1,0,,Ein Kellner,,M,,Kellner,waiter,,,service & sales,service & sales,service & sales,commerce & services,bourgeoisie,,,,,LC,,,,,,,,
102,ger,,,1840,1840,0,12,1,0,,Ein Friseur,,M,,Friseur,hairdresser,,,crafts,crafts,crafts,crafts,bourgeoisie,,,,,LMC,,,,,,,,
102,ger,,,1840,1840,0,13,0,1,,Nachbarsleute Springerls,,U,,,,,,,,,,,,,,,,,,,,,,,
102,ger,,,1840,1840,0,14,0,1,,Kellner,,U,,Kellner,waiter,,,service & sales,service & sales,service & sales,commerce & services,bourgeoisie,,,,,LC,,,,,,,,
102,ger,,,1840,1840,0,15,0,1,,Ballgäste,,U,,,,,,,,,,,,,,,,,,,,,,,
102,ger,,,1840,1840,0,16,0,1,,Nebenpersonen,,U,,,,,,,,,,,,,,,,,,,,,,,
088,ger,,,1830,1830,0,1,1,0,,Herr van der Hort,"reicher Banquier aus Amsterdam, jetzt in Berlin",M,,Bankier,banker,,,"professionals, scientific, technical","professionals, scientific, technical","professionals, scientific, technical",liberal & scientific professions,bourgeoisie,,,,,UC,,Amsterdam,,,,,,
088,ger,,,1830,1830,0,2,1,0,,Julie,seine Gattin,F,,,,,,,,,,,,,,,UC,,,,,Gattin(1),wife(1),,
088,ger,,,1830,1830,0,3,1,0,,Emil Walter,sein Commis,M,,Commis,helper,,,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,,,LC,,,,,Commis(1),helper(1),,
088,ger,,,1830,1830,0,4,1,0,,Felix Hilarius,"Schreiber bei einem Justiz-Commissarius, Emils Freund",M,,Schreiber,court secretary,,,"professionals, scientific, technical","professionals, scientific, technical","professionals, scientific, technical",liberal & scientific professions,bourgeoisie,,,,,UMC,,,,,Freund(3),friend(3),,
088,ger,,,1830,1830,0,5,1,0,5-11,Clementine,Schneider-Mamsells in der Kleiderhandlung der Madame Vermont,F,,Schneidermamsell,tailor,,,crafts,crafts,crafts,crafts,bourgeoisie,,,,,LMC,,,,,,,,
088,ger,,,1830,1830,0,6,1,0,,Helene,,F,,Schneidermamsell,tailor,,,crafts,crafts,crafts,crafts,bourgeoisie,,,,,LMC,,,,,,,,
088,ger,,,1830,1830,0,7,1,0,,Emmeline,,F,,Schneidermamsell,tailor,,,crafts,crafts,crafts,crafts,bourgeoisie,,,,,LMC,,,,,,,,
088,ger,,,1830,1830,0,8,1,0,,Mimili,,F,,Schneidermamsell,tailor,,,crafts,crafts,crafts,crafts,bourgeoisie,,,,,LMC,,,,,,,,
088,ger,,,1830,1830,0,9,1,0,,Hulda,,F,,Schneidermamsell,tailor,,,crafts,crafts,crafts,crafts,bourgeoisie,,,,,LMC,,,,,,,,
